crop,crop_verdict,category,canonical_name,node_a,node_b,node_c,crop_notes,disease,disease_verdict,disease_reason,disease_check
Spindletree,VALID,ornamental,Spindle tree,YES,YES,YES,"Euonymus europaeus, grown as an ornamental shrub/small tree; sometimes written as two words.",Powdery Mildew,CORRECT,Powdery mildew (caused by Erysiphe euonymi-japonici and related Oidium species) is a well-documented and common foliar disease of Euonymus (spindletree) species.,judged
Spongy Moth (Formerly Gypsy Moth),INVALID,other,Spongy Moth (Formerly Gypsy Moth),NO,N/A,N/A,"This is an insect pest (Lymantria dispar), not a plant or crop.",,,,skipped: Crop verdict is INVALID
Spruce,VALID,tree_crop,Spruce,YES,YES,YES,Grown commercially as timber and as ornamental/Christmas trees.,Sirococcus Blight,CORRECT,Sirococcus shoot blight (Sirococcus conigenus/tsugae) is a well-documented shoot and tip blight affecting spruce species.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Plectosphaerella Fungus,QUESTIONABLE,Names a pathogen genus rather than a specific disease; Plectosphaerella can cause collar/root rot but the label is vague.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,"Fusarium Wilts, Blights, Rots And Damping-Off",CORRECT,"Fusarium spp. cause well-documented wilts, crown/fruit rots, and damping-off in squash.",judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Powdery Mildew,CORRECT,"Powdery mildew (Podosphaera xanthii, Erysiphe cichoracearum) is one of the most common foliar diseases of squash.",judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Phytophthora Blight,CORRECT,"Phytophthora capsici causes serious crown, fruit, and foliar blight on squash.",judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Choanephora Fruit Rot,CORRECT,Choanephora cucurbitarum is a well-known cause of blossom-end and fruit rot in squash.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Gummy Stem Blight,CORRECT,Caused by Stagonosporopsis cucurbitacearum (Didymella bryoniae); a documented cucurbit disease affecting squash.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Cucurbit Downy Mildew,CORRECT,Pseudoperonospora cubensis is a major downy mildew pathogen of cucurbits including squash.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Anthracnose,CORRECT,Colletotrichum orbiculare causes anthracnose on cucurbits including squash.,judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Southern Blight,CORRECT,"Sclerotium rolfsii (Athelia rolfsii) causes southern blight on squash, especially in warm climates.",judged
Squash,VALID,vegetable,Squash,YES,YES,YES,,Pythium Diseases,CORRECT,Pythium spp. cause damping-off and root rot in squash seedlings and mature plants.,judged
St. Augustinegrass,VALID,forage,St. Augustinegrass,YES,YES,YES,"Stenotaphrum secundatum; primarily cultivated as a warm-season turfgrass for lawns, also used as pasture forage.","Rhizoctonia Damping-Off, Blight And Rot",CORRECT,"Rhizoctonia solani causes large patch/brown patch and seedling damping-off in St. Augustinegrass, a well-documented turfgrass disease.",judged
St. Augustinegrass,VALID,forage,St. Augustinegrass,YES,YES,YES,"Stenotaphrum secundatum; primarily cultivated as a warm-season turfgrass for lawns, also used as pasture forage.",Sugarcane Mosaic Virus,QUESTIONABLE,"SCMV is primarily a pathogen of sugarcane, maize, and sorghum; St. Augustine Decline is caused by Panicum mosaic virus, not SCMV, so this association with St. Augustinegrass is unverified.",judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Gray Mold,CORRECT,Botrytis cinerea is a major and well-documented disease of strawberry causing fruit and flower rot.,judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Phomopsis Leaf Blight And Fruit Rot,CORRECT,"Caused by Phomopsis obscurans, this is a recognized disease of strawberry affecting leaves and fruit.",judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Angular Leaf Spot Of Strawberry,CORRECT,"Caused by Xanthomonas fragariae, this is a well-documented bacterial disease of strawberry.",judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Anthracnose,CORRECT,"Colletotrichum spp. cause anthracnose crown rot, fruit rot, and leaf spots in strawberry.",judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Leaf Spot,QUESTIONABLE,"The label is vague — strawberry has multiple distinct leaf spot diseases (Mycosphaerella, Ramularia, Phomopsis, etc.) and the specific pathogen is unspecified.",judged
Strawberry,VALID,fruit,Strawberry,YES,YES,YES,,Ramularia Grevilleana Verkley & U. Braun,QUESTIONABLE,Names the pathogen (with taxonomic authority) rather than the disease; the corresponding disease is common leaf spot of strawberry (Mycosphaerella fragariae / Ramularia tulasnei).,judged
Sudangrass,VALID,forage,Sudangrass,YES,YES,YES,,Pantoea Rot And Blight,QUESTIONABLE,"Pantoea species (e.g., P. ananatis) can cause leaf blight on sorghum and related grasses, but a distinct 'Pantoea rot and blight' is not a well-established named disease on Sudangrass and references the pathogen genus rather than a standardized disease name.",judged
Sugar Beet,VALID,root_tuber,Sugar Beet,YES,YES,YES,,Powdery Mildew,CORRECT,"Erysiphe betae causes powdery mildew, a well-documented foliar disease of sugar beet worldwide.",judged
Sugar Beet,VALID,root_tuber,Sugar Beet,YES,YES,YES,,Beet Necrotic Yellow Vein Virus,CORRECT,"BNYVV is the causal agent of rhizomania, a major economically important soilborne viral disease of sugar beet vectored by Polymyxa betae.",judged
Sugar Beet,VALID,root_tuber,Sugar Beet,YES,YES,YES,,Cercospora Leaf Spot,CORRECT,"Caused by Cercospora beticola, this is the most damaging foliar disease of sugar beet globally.",judged
Sweet Cherry,VALID,fruit,Sweet Cherry,YES,YES,YES,,Brown Rot,CORRECT,Brown rot caused by Monilinia spp. is a major and well-documented disease of sweet cherry affecting blossoms and fruit.,judged
Sweet Cherry,VALID,fruit,Sweet Cherry,YES,YES,YES,,Powdery Mildew,CORRECT,Powdery mildew caused by Podosphaera clandestina is a well-known foliar and fruit disease of sweet cherry.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Scurf,CORRECT,Scurf caused by Monilochaetes infuscans is a well-known sweet potato storage root disease.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Rhizopus Soft Rots,CORRECT,Rhizopus stolonifer causes a classic soft rot of sweet potato storage roots.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Bread Mold,QUESTIONABLE,'Bread mold' is a colloquial name (usually Rhizopus) and likely duplicates Rhizopus soft rot rather than a distinct disease.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Southern Blight,CORRECT,Sclerotium rolfsii (southern blight) is documented on sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Java Black Rot,CORRECT,Java black rot caused by Lasiodiplodia theobromae is a recognized postharvest disease of sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Sweet Potato Feathery Mottle Virus,CORRECT,"SPFMV is a major, well-documented virus of sweet potato.",judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Sour Rot,QUESTIONABLE,Sour rot (Geotrichum) is occasionally reported on sweet potato but is more commonly associated with other crops; association is uncommon.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Charcoal Rot,CORRECT,Macrophomina phaseolina causes charcoal rot of sweet potato storage roots.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,White Rust,INCORRECT,"White rust (Albugo) affects crucifers, spinach, and ornamentals, not sweet potato.",judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Black Rot,CORRECT,Ceratocystis fimbriata black rot is a classic and historically important disease of sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Bacteria Wilt And Soft Rot,CORRECT,"Bacterial wilt and soft rot (e.g., Ralstonia/Dickeya/Erwinia) are documented on sweet potato, though the label is broad.",judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Fusarium Lateritium Nees,QUESTIONABLE,This names a fungal species (with author citation) rather than a disease; Fusarium lateritium is only a minor/occasional pathogen of sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Fusarium Root Rot And Wilt,CORRECT,Fusarium spp. cause root rot and wilt complexes in sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Fusarium Wilt,CORRECT,Fusarium oxysporum f. sp. batatas causes Fusarium wilt (stem rot) of sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Fusarium Damping-Off,QUESTIONABLE,"Damping-off is more typical of seedling crops; sweet potato is propagated from slips, so this association is unusual and likely overlaps with Fusarium wilt/root rot.",judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Penicillium Fungi,QUESTIONABLE,Names a fungal genus rather than a disease; Penicillium causes only minor blue mold storage rot on sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Pythium Root And Stem Rot,CORRECT,Pythium spp. cause root and stem rot (mottle necrosis) on sweet potato.,judged
Sweet Potato,VALID,root_tuber,Sweet Potato,YES,YES,YES,,Streptomyces Soil Rot,CORRECT,"Streptomyces ipomoeae causes soil rot (pox), an important sweet potato disease.",judged
Switchgrass,VALID,forage,Switchgrass,YES,YES,YES,,Switchgrass Rust,CORRECT,"Switchgrass rust, caused primarily by Puccinia emaculata, is a well-documented foliar disease of Panicum virgatum.",judged
Tall Fescue,VALID,forage,Tall Fescue,YES,YES,YES,,"Rhizoctonia Damping-Off, Blight And Rot",CORRECT,"Rhizoctonia solani is a well-documented pathogen of tall fescue, causing brown patch (foliar blight), damping-off of seedlings, and root/crown rot.",judged
Tanoak,NON_CROP,other,Tanoak,YES,NO,N/A,"Tanoak (Notholithocarpus densiflorus) is a wild forest tree, not cultivated as an agricultural or horticultural crop.",,,,skipped: Crop verdict is NON_CROP
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Early Blight,CORRECT,Alternaria solani is a classic and well-documented foliar/fruit disease of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Southern Blight,CORRECT,Sclerotium rolfsii causes stem rot at the soil line on tomato in warm regions.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Bacterial Canker And Wilt Of Tomato,CORRECT,Clavibacter michiganensis subsp. michiganensis causes the named bacterial canker and wilt of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Cucumber Mosaic Virus,CORRECT,CMV has a broad host range and regularly causes mosaic and shoestring symptoms on tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Tomato Leaf Mould,CORRECT,Passalora fulva (Cladosporium fulvum) leaf mould is a major disease of greenhouse tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Late Blight,CORRECT,Phytophthora infestans is the historically important late blight pathogen of tomato and potato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Phytophthora Blight,QUESTIONABLE,"Usually denotes Phytophthora capsici, which can infect tomato fruit/crown but the label overlaps in usage with Late Blight.",judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Bacterial Speck Of Tomato,CORRECT,"Pseudomonas syringae pv. tomato causes bacterial speck, a well-characterised tomato disease.",judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Southern Bacterial Wilt,CORRECT,Ralstonia solanacearum (southern bacterial wilt) is a destructive vascular wilt of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Tomato Spotted Wilt Virus,CORRECT,TSWV is a thrips-transmitted tospovirus and a major virus disease of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Anthracnose,CORRECT,Colletotrichum coccodes and related species cause anthracnose fruit rot on ripe tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Septoria Leaf Spot,CORRECT,Septoria lycopersici is a classic foliar leaf spot of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Gray Mold,CORRECT,Botrytis cinerea gray mold is a common disease of greenhouse and field tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Rhizopus Soft Rots,CORRECT,Rhizopus spp. cause post-harvest soft rot of tomato fruit.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Sclerotinia Timber Rot,CORRECT,Sclerotinia sclerotiorum 'timber rot' (white mold) is a recognised stem disease of tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Gray Molds,QUESTIONABLE,Duplicates 'Gray Mold' (Botrytis cinerea); pluralised label appears to be a near-identical entry.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Bacterial Wilt,QUESTIONABLE,Real disease (Ralstonia solanacearum) but duplicates 'Southern Bacterial Wilt' on tomato.,judged
Tomato,VALID,vegetable,Tomato,YES,YES,YES,,Verticillium Wilts,CORRECT,Verticillium dahliae/albo-atrum cause vascular wilt of tomato; pluralised label is acceptable since multiple species are involved.,judged
Tongavine,NON_CROP,ornamental,Tongavine (Epipremnum pinnatum),YES,NO,N/A,"Tongavine refers to Epipremnum pinnatum, a wild climbing vine; while related cultivars are grown as ornamentals, the name 'Tongavine' typically denotes the wild/naturalised plant, not a cultivated crop.",,,,skipped: Crop verdict is NON_CROP
Touch-Me-Not,VALID,ornamental,Touch-Me-Not (Impatiens balsamina),YES,YES,YES,"Common name for Impatiens balsamina, grown as a garden ornamental; also applied to Mimosa pudica.",Downy Mildew,CORRECT,Downy mildew caused by Plasmopara obducens is a well-documented and devastating disease of Impatiens (Touch-Me-Not).,judged
Tree-Of-Heaven,NON_CROP,other,Tree-of-Heaven (Ailanthus altissima),YES,NO,N/A,"Ailanthus altissima is an invasive ornamental/wild tree, not cultivated as an agricultural or horticultural crop.",,,,skipped: Crop verdict is NON_CROP
Trumpet Honeysuckle,VALID,ornamental,Trumpet Honeysuckle,YES,YES,YES,,Powdery Mildew,CORRECT,Powdery mildew (caused by Erysiphe spp./Microsphaera spp.) is a well-documented foliar disease of Lonicera sempervirens (trumpet honeysuckle).,judged
Tulip,VALID,ornamental,Tulip,YES,YES,YES,,Mycelial Neck Rot,QUESTIONABLE,Not a standard tulip disease name; likely refers to Botrytis-related neck/bulb rot but the term is ambiguous and not a recognized formal disease designation for tulips.,judged
Turf (General),VALID,ornamental,Turfgrass,YES,YES,YES,Generic turfgrass category covering cultivated lawn/sports grasses.,Puccinia Rusts,QUESTIONABLE,"Puccinia is a pathogen genus rather than a specific disease, though Puccinia spp. do cause well-known rust diseases on many turfgrasses.",judged
Turnip,VALID,root_tuber,Turnip,YES,YES,YES,,Club Root Of Crucifers,CORRECT,"Clubroot, caused by Plasmodiophora brassicae, is a well-documented and economically important disease affecting turnip and other Brassicaceae (crucifer) crops.",judged
V8 Agar,INVALID,other,V8 Agar,NO,N/A,N/A,"V8 Agar is a microbiological growth medium (made with V8 vegetable juice) used in plant pathology labs, not a crop.",,,,skipped: Crop verdict is INVALID
Violet,VALID,ornamental,Violet,YES,YES,YES,,Rust,CORRECT,Violet rust caused by Puccinia violae is a well-documented fungal disease affecting Viola species.,judged
Virginia Pine,VALID,tree_crop,Virginia Pine,YES,YES,YES,,Leptographium Root Disease,CORRECT,"Leptographium spp. (e.g., L. procerum, L. terebrantis) are well-documented root-infecting fungi of Virginia pine and other hard pines, causing procerum root disease and contributing to pine decline.",judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Cucurbit Yellow Vine Decline,CORRECT,Bacterial disease caused by Serratia marcescens affecting watermelon and other cucurbits.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Unknown Virus,QUESTIONABLE,Vague placeholder label rather than a specific identified disease.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Powdery Mildew,CORRECT,Common foliar disease of watermelon caused by Podosphaera xanthii.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Pythium Diseases,QUESTIONABLE,Names a pathogen genus group rather than a specific disease; Pythium does cause damping-off and root rot in watermelon.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Bacterial Fruit Blotch,CORRECT,Major watermelon disease caused by Acidovorax citrulli.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Phytophthora Blight,CORRECT,Well-documented watermelon disease caused by Phytophthora capsici.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Gummy Stem Blight,CORRECT,Important watermelon disease caused by Stagonosporopsis cucurbitacearum.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Anthracnose,CORRECT,Classic watermelon disease caused by Colletotrichum orbiculare.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Cucurbit Downy Mildew,CORRECT,Foliar disease of watermelon caused by Pseudoperonospora cubensis.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Blossom End Rot,CORRECT,"Physiological disorder linked to calcium deficiency and water stress, commonly affecting watermelon fruit.",judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Southern Blight,CORRECT,Soilborne disease caused by Sclerotium rolfsii (Athelia rolfsii) that affects watermelon.,judged
Watermelon,VALID,fruit,Watermelon,YES,YES,YES,,Watermelon Mosaic Virus,CORRECT,Aphid-transmitted potyvirus that infects watermelon and other cucurbits.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Karnal Bunt,CORRECT,Tilletia indica smut disease of wheat causing partial kernel infection.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Wheat Leaf Rust,CORRECT,Major wheat disease caused by Puccinia triticina.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,"Dwarf Bunt, Dwarf Smut",CORRECT,Tilletia controversa disease of winter wheat stunting plants and replacing kernels with bunt balls.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Powdery Mildew,CORRECT,Blumeria graminis f. sp. tritici is a well-known foliar disease of wheat.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Barley Yellow Dwarf Virus,CORRECT,Aphid-transmitted luteovirus that commonly infects wheat as well as barley and oats.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Stripe Rust,CORRECT,"Puccinia striiformis f. sp. tritici causes yellow rust, a major wheat disease worldwide.",judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Tan Spot,CORRECT,Pyrenophora tritici-repentis is a widespread foliar disease of wheat.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Wheat Streak Mosaic Virus,CORRECT,Mite-transmitted virus causing a significant wheat disease in many growing regions.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Loose Smut Of Wheat Or Barley,CORRECT,Ustilago tritici is a seed-borne smut of wheat (and U. nuda of barley).,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Parastagonospora Nodorum,QUESTIONABLE,Names the pathogen genus/species rather than the disease (Septoria nodorum blotch / Stagonospora glume blotch).,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Zymoseptoria Tritici,QUESTIONABLE,Names the pathogen rather than the disease (Septoria tritici blotch).,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,"Fusarium Wilts, Blights, Rots And Damping-Off",QUESTIONABLE,"Vague umbrella category lumping multiple Fusarium syndromes; on wheat the relevant diseases are Fusarium head blight, crown rot, and seedling blight.",judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Fusarium Graminearum Schwabe,QUESTIONABLE,Names the pathogen species (with author citation) rather than the disease Fusarium head blight / scab.,judged
Wheat,VALID,cereal,Wheat,YES,YES,YES,,Wheat Stem Rust,CORRECT,"Puccinia graminis f. sp. tritici causes black stem rust, a historically devastating wheat disease.",judged
White Fir,VALID,tree_crop,White Fir,YES,YES,YES,"Abies concolor, grown as a timber and Christmas tree species.",Phyllosticta Leaf Spots,QUESTIONABLE,"Phyllosticta species are typically associated with broadleaf hosts causing leaf spots; on White Fir (Abies concolor), needle diseases are more commonly attributed to Lirula, Rhizosphaera, or Lophodermium, making this an unusual association.",judged
Willow,VALID,tree_crop,Willow,YES,YES,YES,,Marssonina Leaf Spots,CORRECT,"Marssonina leaf spot (caused by Marssonina spp., notably M. salicicola) is a well-documented foliar disease of willow (Salix spp.).",judged
Winter Squashes,VALID,vegetable,Winter Squash,YES,YES,YES,Plural form normalized to singular 'Winter Squash'; refers to Cucurbita spp. harvested at maturity.,Cucurbit Downy Mildew,CORRECT,"Cucurbit downy mildew, caused by Pseudoperonospora cubensis, is a well-documented foliar disease affecting winter squashes and other cucurbits.",judged
Witch-Hazel,VALID,ornamental,Witch-hazel,YES,YES,YES,Hamamelis spp.; cultivated as an ornamental shrub and also grown commercially for medicinal/cosmetic extracts.,Phyllosticta Leaf Spots,CORRECT,Phyllosticta hamamelidis is a well-documented leaf spot pathogen of witch-hazel (Hamamelis spp.).,judged
Witch-Hazel,VALID,ornamental,Witch-hazel,YES,YES,YES,Hamamelis spp.; cultivated as an ornamental shrub and also grown commercially for medicinal/cosmetic extracts.,Gonatobotryum Fungus,QUESTIONABLE,"Gonatobotryum apiculatum is reported on witch-hazel, but the label names a fungal genus generically rather than a specific disease.",judged
Yew,VALID,ornamental,Yew,YES,YES,YES,Yew (Taxus spp.) is cultivated as an ornamental/hedging plant and is also a source of the chemotherapy compound paclitaxel.,Cryptocline Needle Blight,CORRECT,Cryptocline taxicola is a well-documented fungal pathogen causing needle blight on Taxus (yew) species.,judged
